Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
1,0,35,0,6223.0,68,92,32,2,1,1,25,697.095,0
16,1,31,0,460.0,40,0,12,2,1,2,25,22.5,1
14,0,34,4,9940.0,86,0,37,4,1,1,45,250.65,0
6,0,34,0,5323.0,91,10,19,2,1,1,25,288.63,1
0,0,32,0,2345.0,15,0,9,3,1,1,30,94.4,0
2,1,33,0,2495.0,34,0,11,2,1,2,25,113.805,1
2,0,34,0,1773.0,37,18,26,3,1,2,30,144.4,1
0,0,34,0,267.50000000000017,0,0,0,3,1,2,30,0.0,1
0,0,34,0,1173.0,18,0,1,3,1,1,30,47.64,0
0,0,31,0,6290.0,90,0,17,4,1,1,45,159.5,0
0,0,34,0,267.50000000000017,0,0,0,4,1,2,45,0.0,1
18,0,29,2,15044.24999999999,231,0,75,2,1,1,25,711.495,0
0,0,32,2,6470.0,109,255,28,2,2,1,25,1443.555,0
0,0,34,0,3223.0,75,0,23,2,1,1,25,148.41,0
0,0,33,0,1170.0,37,22,15,3,1,2,30,136.28,0
0,0,34,0,2285.0,46,159,18,2,1,1,25,820.395,0
0,0,25,0,820.0,29,177,6,2,2,1,25,834.705,0
0,0,24,0,1073.0,32,14,63,4,1,1,45,62.625,0
4,0,25,0,267.50000000000017,18,0,2,2,1,2,25,10.035,0
0,0,24,0,267.50000000000017,0,5,0,4,1,2,45,12.5,0
3,0,23,0,730.0,25,3,8,2,1,1,25,47.475,0
0,0,23,0,2730.0,54,0,18,3,1,1,30,111.36,0
0,0,16,0,1200.0,19,12,9,2,1,1,25,108.855,0
9,0,15,0,5897.0,134,69,37,1,2,1,25,711.205,0
5,0,13,0,8437.0,164,57,35,4,1,1,45,357.525,0
1,0,14,2,2357.0,38,15,14,3,1,1,30,155.8,0
0,0,13,0,3895.0,33,199,5,3,1,1,30,953.12,0
0,0,13,0,992.0,12,0,2,2,1,1,25,45.18,1
1,0,31,0,4065.0,59,0,14,2,1,1,25,185.58,0
3,0,30,0,2148.0,48,344,21,2,1,1,25,1646.82,0
3,0,31,0,3893.0,54,0,32,1,1,1,25,217.085,0
0,0,31,0,2088.0,46,0,30,1,1,1,25,117.37,0
4,0,31,0,3470.0,70,17,25,2,1,1,25,235.8,0
0,0,31,0,2055.0,27,270,15,3,1,1,30,1163.28,0
6,0,30,0,8810.0,109,129,40,3,1,1,30,872.76,0
0,0,31,0,13468.0,157,0,41,3,1,1,30,545.0,0
0,0,31,0,4210.0,71,0,22,3,1,1,30,171.24,0
0,0,31,0,5613.0,83,0,9,2,1,1,25,256.32,0
2,0,31,0,1933.0,42,0,14,3,1,2,30,79.0,0
18,0,31,1,14835.0,213,39,29,2,1,1,25,852.66,0
0,0,31,0,2790.0,15,468,5,3,1,1,30,1984.2,0
2,0,30,0,15044.24999999999,170,135,27,2,1,1,25,1298.25,0
0,0,30,0,6195.0,74,171,23,3,1,1,30,934.76,0
0,0,30,0,570.0,2,0,8,2,1,2,25,25.74,0
0,0,31,0,405.0,2,0,5,2,1,2,25,18.315,0
0,0,30,0,7203.0,115,369,40,2,1,1,25,1989.81,0
0,0,30,0,11160.0,142,0,44,3,1,1,30,452.08,0
1,0,30,0,6413.0,63,93,34,2,1,1,25,709.92,0
16,0,26,0,650.0,35,1,14,2,1,2,25,35.325,1
14,0,29,4,10130.0,81,0,39,4,1,1,45,255.275,0
6,0,29,0,5513.0,86,11,21,2,1,1,25,301.455,1
0,0,27,0,2535.0,10,0,11,3,1,1,30,101.8,0
2,0,28,0,2685.0,29,0,13,2,1,2,25,122.13,1
2,0,29,0,1963.0,32,19,28,3,1,2,30,155.8,1
0,0,29,0,1363.0,13,0,3,3,1,1,30,55.04,0
0,0,26,0,6480.0,85,0,19,4,1,1,45,164.125,0
0,0,29,0,267.50000000000017,0,0,0,3,1,2,30,0.0,1
0,0,29,0,267.50000000000017,0,0,0,4,1,1,45,0.0,0
18,0,24,1,15044.24999999999,226,0,77,2,1,1,25,719.82,0
0,0,27,1,6660.0,104,256,30,2,2,1,25,1456.38,0
0,0,29,0,3413.0,70,0,25,2,1,1,25,156.735,0
0,0,28,0,1360.0,32,23,17,3,1,2,30,147.68,0
0,0,29,0,2475.0,41,160,20,2,1,1,25,833.22,0
0,0,20,0,1010.0,24,178,8,2,2,1,25,847.53,0
0,0,19,0,1263.0,27,15,65,4,1,1,45,69.75,0
4,0,20,0,395.0,13,0,4,2,1,2,25,18.36,0
0,0,19,0,520.0,4,6,2,4,1,2,45,28.1,0
3,0,18,0,920.0,20,4,10,1,1,1,25,73.7,0
0,0,18,0,2920.0,49,0,20,3,1,1,30,118.76,0
0,0,13,0,1390.0,14,13,11,2,1,1,25,121.68,0
9,0,13,0,6087.0,129,70,39,1,2,1,25,726.88,0
5,0,13,0,8627.0,159,58,37,4,1,1,45,364.65,0
1,0,13,1,2547.0,33,16,16,3,1,1,30,167.2,0
0,0,13,0,4085.0,28,200,7,2,1,1,25,1085.085,0
0,0,13,0,1182.0,7,0,4,2,1,1,25,53.505,1
5,0,41,0,4065.0,71,6,16,3,1,1,30,189.44,0
0,0,42,0,267.50000000000017,5,8,3,3,1,2,30,32.72,0
7,0,40,0,2148.0,60,360,23,3,1,1,30,1528.32,0
7,0,41,0,3893.0,66,2,34,1,1,1,25,228.745,0
0,0,41,0,2088.0,58,3,32,2,1,1,25,110.07,0
8,0,41,1,3470.0,82,33,27,3,1,1,30,274.08,0
1,0,41,0,2055.0,39,286,17,3,1,1,30,1227.76,0
10,0,40,2,8810.0,121,145,42,3,1,1,30,937.24,0
4,0,41,0,13468.0,169,1,43,3,1,1,30,549.48,0
4,0,41,1,4210.0,83,3,24,3,1,1,30,183.72,0
3,0,41,0,5613.0,95,8,11,3,1,1,30,260.32,0
6,0,41,0,1933.0,54,9,16,3,1,2,30,115.48,0
22,0,41,3,14835.0,225,55,31,3,1,1,30,822.4,0
1,0,41,1,2790.0,27,484,7,3,1,1,30,2048.68,0
6,0,40,0,15044.24999999999,182,151,29,2,1,1,25,1370.79,0
0,0,40,1,6195.0,86,187,25,3,1,1,30,999.24,0
0,0,40,0,570.0,14,1,10,2,1,2,25,30.78,0
0,0,41,0,405.0,14,14,7,3,1,2,30,72.76,0
0,0,40,0,267.50000000000017,0,1,0,2,1,2,25,4.5,1
0,0,40,0,7203.0,127,385,42,3,1,1,30,1833.2,0
4,0,40,1,11160.0,154,12,46,4,1,1,45,312.85,0
5,0,40,1,6413.0,75,109,36,2,1,1,25,782.46,0
20,0,36,0,650.0,47,17,16,3,1,2,30,95.88,1
18,0,39,4,10130.0,93,2,41,5,1,1,55,156.345,0
10,0,39,1,5513.0,98,27,23,2,1,1,25,373.995,1
0,0,37,0,2535.0,22,1,13,3,1,1,30,106.28,0
6,1,38,0,2685.0,41,10,15,3,1,2,30,149.04,1
6,0,39,0,1963.0,44,35,30,3,1,2,30,220.28,1
0,0,39,0,267.50000000000017,0,1,0,3,1,2,30,4.0,1
0,0,39,0,1363.0,25,1,5,4,1,1,45,37.2,0
0,0,36,1,6480.0,97,15,21,5,1,1,55,121.155,0
0,0,39,0,323.0,7,10,3,4,1,2,45,33.25,1
0,0,39,1,267.50000000000017,4,5,1,5,1,1,55,8.055,0
22,0,34,3,15044.24999999999,238,1,79,2,1,1,25,724.86,0
3,0,37,3,6660.0,116,272,32,2,2,1,25,1528.92,0
0,0,39,0,3413.0,82,3,27,3,1,1,30,151.8,0
0,0,38,0,1360.0,44,39,19,3,1,2,30,212.16,0
3,0,39,0,2475.0,53,176,22,2,1,1,25,905.76,0
1,0,30,1,1010.0,36,194,10,2,2,1,25,920.07,0
1,0,29,0,1263.0,39,31,67,4,1,1,45,110.05,0
8,0,30,0,395.0,25,11,6,3,1,2,30,60.8,0
0,0,29,0,520.0,10,22,2,4,1,2,45,68.25,0
7,0,28,0,920.0,32,20,12,2,1,1,25,132.84,0
0,0,28,0,2920.0,61,9,22,3,1,1,30,155.24,0
0,0,21,0,1390.0,26,29,13,2,1,1,25,194.22,0
13,0,20,1,6087.0,141,86,41,2,2,1,25,667.26,0
9,0,18,0,8627.0,171,74,39,5,1,1,55,242.97,0
5,0,19,3,2547.0,45,32,18,3,1,1,30,231.68,0
0,0,13,1,4085.0,40,216,9,3,1,1,30,1029.0,0
0,0,13,1,1182.0,19,1,6,3,1,1,30,52.04,1
9,0,37,0,4775.0,76,23,15,2,1,1,25,321.795,0
1,0,38,0,723.0,10,8,2,2,1,2,25,68.985,0
11,0,36,0,2858.0,65,360,22,2,1,1,25,1751.535,0
11,0,37,0,4603.0,71,2,33,1,1,1,25,268.07,0
4,0,37,0,2798.0,63,3,31,1,1,1,25,173.855,0
12,0,37,1,4180.0,87,33,26,3,1,1,30,302.68,0
5,0,37,0,2765.0,44,286,16,3,1,1,30,1256.36,0
14,0,36,2,9520.0,126,145,41,3,1,1,30,965.84,0
8,0,37,0,14178.0,174,1,42,3,1,1,30,578.08,0
8,0,37,1,4920.0,88,3,23,3,1,1,30,212.32,0
7,0,37,0,6323.0,100,8,10,2,1,1,25,325.035,0
10,0,37,0,2643.0,59,9,15,3,1,2,30,144.08,0
26,1,37,3,15044.24999999999,230,55,30,3,1,1,30,851.0,0
5,0,37,1,3500.0,32,484,6,3,1,1,30,2077.28,0
10,0,36,0,15044.24999999999,187,151,28,2,1,1,25,1402.965,0
4,0,36,1,6905.0,91,187,24,3,1,1,30,1027.84,0
1,0,36,0,1280.0,19,1,9,2,1,2,25,62.955,0
3,0,37,0,1115.0,19,14,6,2,1,2,25,114.03,0
0,0,36,0,267.50000000000017,0,1,0,2,1,2,25,4.5,1
4,0,36,0,7913.0,132,385,41,2,1,1,25,2094.525,0
8,0,36,1,11870.0,159,12,45,3,1,1,30,529.16,0
9,0,36,1,7123.0,80,109,35,2,1,1,25,814.635,0
24,0,32,0,1360.0,52,17,15,2,1,2,25,140.04,1
22,0,35,4,10840.0,98,2,40,4,1,1,45,278.45,0
14,0,35,1,6223.0,103,27,22,2,1,1,25,406.17,0
2,0,33,0,3245.0,27,1,12,3,1,1,30,134.88,0
10,0,34,0,3395.0,46,10,14,3,1,2,30,177.64,1
10,1,35,0,2673.0,49,35,29,3,1,2,30,248.88,1
1,0,35,0,538.0,7,1,1,3,1,2,30,25.8,1
2,0,35,0,2073.0,30,1,4,3,1,1,30,88.12,0
4,0,32,1,7190.0,102,15,20,4,1,1,45,219.8,0
1,0,35,0,1033.0,12,10,2,4,1,2,45,51.125,1
1,0,35,1,743.0,9,5,1,5,1,1,55,18.78,0
26,0,30,3,15044.24999999999,243,1,78,2,1,1,25,757.035,0
7,0,33,3,7370.0,121,272,31,2,2,1,25,1561.095,0
3,0,35,0,4123.0,87,3,26,2,1,1,25,202.95,0
4,0,34,0,2070.0,49,39,18,3,1,2,30,240.76,0
7,0,35,0,3185.0,58,176,21,2,1,1,25,937.935,0
5,0,26,1,1720.0,41,194,9,2,2,1,25,952.245,0
5,0,25,0,1973.0,44,31,66,4,1,1,45,127.925,0
12,0,26,0,1105.0,30,11,5,2,1,2,25,100.575,0
1,0,25,0,1230.0,15,22,1,4,1,2,45,86.125,0
11,0,24,0,1630.0,37,20,11,2,1,1,25,165.015,0
3,0,24,0,3630.0,66,9,21,3,1,1,30,183.84,0
3,0,17,0,2100.0,31,29,12,2,1,1,25,226.395,0
17,0,16,1,6797.0,146,86,40,1,2,1,25,854.865,0
13,0,14,0,9337.0,176,74,38,4,1,1,45,422.825,0
9,0,15,3,3257.0,50,32,17,3,1,1,30,260.28,0
3,0,13,1,4795.0,45,216,8,3,1,1,30,1057.6,0
4,0,13,1,1892.0,24,1,5,3,1,1,30,80.64,1
0,0,35,0,3355.0,54,0,15,2,1,1,25,153.405,0
0,0,34,0,1438.0,43,327,22,2,1,1,25,1538.145,0
0,0,35,0,3183.0,49,0,33,1,1,1,25,177.76,0
0,0,35,0,1378.0,41,0,31,1,1,1,25,78.045,0
0,0,35,0,2760.0,65,0,26,2,1,1,25,127.125,0
0,0,35,0,1345.0,22,253,16,3,1,1,30,1066.68,0
2,0,34,0,8100.0,104,112,41,3,1,1,30,776.16,0
0,0,35,0,12758.0,152,0,42,3,1,1,30,516.4,0
0,0,35,0,3500.0,66,0,23,3,1,1,30,142.64,0
0,0,35,0,4903.0,78,0,10,2,1,1,25,224.145,0
0,0,35,0,1223.0,37,0,15,3,1,2,30,50.4,0
14,0,35,1,14125.0,208,22,30,2,1,1,25,743.985,0
0,0,35,0,2080.0,10,451,6,3,1,1,30,1887.6,0
0,0,34,0,14470.0,165,118,28,2,1,1,25,1189.575,0
0,0,34,0,5485.0,69,154,24,3,1,1,30,838.16,0
0,0,34,0,6493.0,110,352,41,2,1,1,25,1881.135,0
0,0,34,0,10450.0,137,0,45,3,1,1,30,423.48,0
0,0,34,0,5703.0,58,76,35,2,1,1,25,601.245,0
0,1,30,0,267.50000000000017,0,0,0,2,1,2,25,0.0,1
10,0,33,4,9420.0,76,0,40,4,1,1,45,237.4,0
2,1,33,0,4803.0,81,0,22,2,1,1,25,219.78,1
0,0,31,0,1825.0,5,0,12,3,1,1,30,73.2,0
0,0,32,0,1975.0,24,0,14,2,1,2,25,89.955,1
0,0,33,0,1253.0,27,2,29,3,1,2,30,59.2,1
0,1,33,0,267.50000000000017,0,0,0,2,1,2,25,0.0,1
0,0,33,0,653.0,8,0,4,3,1,1,30,26.44,0
0,0,30,0,5770.0,80,0,20,4,1,1,45,146.25,0
14,0,28,1,15044.24999999999,221,0,78,2,1,1,25,687.645,0
0,0,31,1,5950.0,99,239,31,2,2,1,25,1347.705,0
0,0,33,0,2703.0,65,0,26,2,1,1,25,124.56,0
0,0,32,0,650.0,27,6,18,3,1,2,30,51.08,0
0,0,33,0,1765.0,36,143,21,2,1,1,25,724.545,0
0,0,24,0,300.0,19,161,9,2,2,1,25,738.855,0
0,0,23,0,553.0,22,0,66,4,1,1,45,14.375,0
0,0,24,0,267.50000000000017,0,0,0,2,1,2,25,0.0,0
0,0,22,0,267.50000000000017,15,0,11,2,1,1,25,10.125,0
0,0,22,0,2210.0,44,0,21,3,1,1,30,90.16,0
0,0,15,0,680.0,9,0,12,2,1,1,25,31.005,0
5,0,14,0,5377.0,124,53,40,1,2,1,25,594.055,0
1,0,13,0,7917.0,154,41,38,4,1,1,45,304.275,0
0,0,13,1,1837.0,28,0,17,3,1,1,30,74.6,0
0,0,13,0,3375.0,23,183,8,3,1,1,30,867.92,0
0,0,13,0,472.0,2,0,5,2,1,1,25,21.33,1
0,1,35,0,267.50000000000017,0,0,0,2,1,2,25,0.0,1
8,0,34,0,5513.0,92,19,22,2,1,1,25,337.725,1
4,1,34,0,1963.0,38,27,29,3,1,2,30,188.04,1
0,1,34,0,323.0,1,2,2,4,1,2,45,13.1,1
0,0,25,0,1010.0,30,186,9,2,2,1,25,883.8,0
11,0,15,0,6087.0,135,78,40,1,2,1,25,771.21,0
7,0,13,0,8627.0,165,66,38,4,1,1,45,384.8,0
3,0,14,2,2547.0,39,24,17,3,1,1,30,199.44,0
0,0,13,0,1182.0,13,0,5,2,1,1,25,53.775,1
18,1,31,0,650.0,41,9,15,2,1,2,25,71.595,1
4,1,33,0,2685.0,35,2,14,2,1,2,25,131.4,1
13,0,40,1,4675.0,77,12,19,3,1,1,30,238.08,0
5,0,41,0,623.0,11,14,6,3,1,2,30,81.36,0
15,0,39,1,2758.0,66,366,26,3,1,1,30,1576.96,0
15,0,40,1,4503.0,72,8,37,1,1,1,25,295.625,0
8,0,40,1,2698.0,64,9,35,2,1,1,25,164.79,0
16,0,40,2,4080.0,88,39,30,3,1,1,30,322.72,0
9,0,40,1,2665.0,45,292,20,3,1,1,30,1276.4,0
18,0,39,3,9420.0,127,151,45,3,1,1,30,985.88,0
12,0,40,1,14078.0,175,7,46,3,1,1,30,598.12,0
12,0,40,2,4820.0,89,9,27,3,1,1,30,232.36,0
11,0,40,1,6223.0,101,14,14,3,1,1,30,308.96,0
14,1,40,0,2543.0,60,15,19,3,1,2,30,164.12,0
30,0,40,4,15044.24999999999,231,61,34,3,2,1,30,871.04,0
9,0,40,2,3400.0,33,490,10,3,1,1,30,2097.32,0
14,0,39,1,15044.24999999999,188,157,32,2,1,1,25,1425.51,0
8,0,39,2,6805.0,92,193,28,3,1,1,30,1047.88,0
5,0,39,0,1180.0,20,7,13,2,1,2,25,85.5,0
7,0,40,0,1015.0,20,20,10,3,1,2,30,121.4,0
5,0,39,0,305.0,6,7,2,2,1,2,25,45.495,1
8,0,39,1,7813.0,133,391,45,3,1,1,30,1881.84,0
12,0,39,2,11770.0,160,18,49,4,1,1,45,343.25,0
13,0,39,2,7023.0,81,115,39,2,1,1,25,837.18,0
28,0,35,0,1260.0,53,23,19,3,1,2,30,144.52,1
26,0,38,4,10740.0,99,8,44,5,1,1,55,174.585,0
18,0,38,2,6123.0,104,33,26,2,1,1,25,428.715,0
6,0,36,1,3145.0,28,7,16,3,1,1,30,154.92,0
14,1,37,0,3295.0,47,16,18,3,1,2,30,197.68,1
14,1,38,0,2573.0,50,41,33,4,1,2,45,168.075,1
5,0,38,0,438.0,8,7,4,3,1,2,30,45.84,1
6,0,38,1,1973.0,31,7,8,4,1,1,45,67.6,0
8,0,35,2,7090.0,103,21,24,5,1,1,55,139.395,0
5,0,38,0,933.0,13,16,6,4,1,2,45,63.65,1
5,0,38,2,643.0,10,11,4,5,1,1,55,26.295,0
30,0,33,4,15044.24999999999,244,7,82,2,2,1,25,779.58,0
11,0,36,4,7270.0,122,278,35,3,2,1,30,1407.68,0
7,0,38,1,4023.0,88,9,30,3,1,1,30,200.44,0
8,0,37,0,1970.0,50,45,22,3,1,2,30,260.8,0
11,0,38,1,3085.0,59,182,25,2,1,1,25,960.48,0
9,0,29,2,1620.0,42,200,13,3,2,1,30,866.48,0
9,0,28,1,1873.0,45,37,70,5,1,1,55,84.27,0
16,0,29,0,1005.0,31,17,9,3,1,2,30,109.44,0
5,0,28,0,1130.0,16,28,5,4,1,2,45,98.65,0
15,0,27,1,1530.0,38,26,15,2,1,1,25,187.56,0
7,0,27,1,3530.0,67,15,25,3,1,1,30,203.88,0
7,0,20,1,2000.0,32,35,16,3,1,1,30,221.28,0
21,0,19,2,6698.0,147,92,44,2,2,1,25,722.025,0
17,0,17,1,9238.0,177,80,42,5,1,1,55,261.225,0
13,0,18,4,3158.0,51,38,21,3,2,1,30,280.36,0
7,0,13,2,4695.0,46,222,12,3,1,1,30,1077.64,0
8,1,13,2,1793.0,25,7,9,3,1,1,30,100.72,1
16,0,42,2,4735.0,80,17,21,3,1,1,30,260.6,0
8,0,42,2,683.0,14,19,8,3,1,1,30,103.88,0
18,0,41,2,2818.0,69,371,28,3,1,1,30,1599.48,0
18,0,42,2,4563.0,75,13,39,1,1,1,25,326.59,0
11,0,42,2,2758.0,67,14,37,2,1,1,25,190.125,0
19,0,42,3,4140.0,91,44,32,3,1,1,30,345.24,0
12,0,42,2,2725.0,48,297,22,4,1,1,45,811.825,0
21,0,41,4,9480.0,130,156,47,3,1,1,30,1008.4,0
15,0,42,2,14138.0,178,12,48,3,1,1,30,620.64,0
15,0,42,3,4880.0,92,14,29,4,1,1,45,159.3,0
14,0,42,2,6283.0,104,19,16,3,1,1,30,331.48,0
17,0,42,2,2603.0,63,20,21,4,1,1,45,116.65,0
33,0,42,4,15044.24999999999,234,66,36,3,2,1,30,893.56,0
12,0,42,3,3460.0,36,495,12,4,1,1,45,1324.9,0
17,0,41,2,15044.24999999999,191,162,34,2,1,1,25,1450.845,0
11,0,41,3,6865.0,95,198,30,3,1,1,30,1070.4,0
8,0,41,2,1240.0,23,12,15,2,1,1,25,110.835,0
10,0,42,2,1075.0,23,25,12,3,1,1,30,143.92,0
8,0,41,2,365.0,9,12,4,3,1,1,30,62.96,1
11,0,41,2,7873.0,136,396,47,3,1,1,30,1904.36,0
15,0,41,3,11830.0,163,23,51,4,1,1,45,357.325,0
16,0,41,3,7083.0,84,120,41,2,1,1,25,862.515,0
31,1,37,2,1320.0,56,28,21,3,1,1,30,167.04,1
29,1,40,4,10800.0,102,13,46,5,2,1,55,183.03,0
21,0,40,3,6183.0,107,38,28,3,1,1,30,403.6,0
9,0,38,2,3205.0,31,12,18,3,1,1,30,177.44,0
17,1,39,2,3355.0,50,21,20,3,1,1,30,220.2,1
17,0,40,2,2633.0,53,46,35,4,1,1,45,182.15,1
8,0,40,2,498.0,11,12,6,3,1,1,30,68.36,1
9,0,40,2,2033.0,34,12,10,4,1,1,45,81.675,0
11,0,37,3,7150.0,106,26,26,5,1,1,55,147.84,0
8,1,40,2,993.0,16,21,8,4,1,1,45,77.725,1
8,0,40,3,703.0,13,16,6,5,1,1,55,34.74,0
33,0,35,4,15044.24999999999,247,12,84,2,2,1,25,804.915,0
14,0,38,4,7330.0,125,283,37,3,2,1,30,1430.2,0
10,0,40,2,4083.0,91,14,32,3,1,1,30,222.96,0
11,0,39,2,2030.0,53,50,24,4,1,1,45,177.075,0
14,0,40,2,3145.0,62,187,27,2,1,1,25,985.815,0
12,0,31,3,1680.0,45,205,15,3,2,1,30,889.0,0
12,0,30,2,1933.0,48,42,72,5,1,1,55,92.715,0
19,0,31,2,1065.0,34,22,11,3,1,1,30,131.96,0
8,0,30,2,1190.0,19,33,7,4,1,1,45,112.725,0
18,0,29,2,1590.0,41,31,17,2,1,1,25,212.895,0
10,0,29,2,3590.0,70,20,27,3,1,1,30,226.4,0
10,0,22,2,2060.0,35,40,18,3,1,1,30,243.8,0
24,0,21,3,6758.0,150,97,46,2,2,1,25,747.36,0
20,0,19,2,9298.0,180,85,44,5,1,1,55,269.67,0
16,0,20,4,3218.0,54,43,23,3,2,1,30,302.88,0
10,0,13,3,4755.0,49,227,14,3,1,1,30,1100.16,0
11,1,13,3,1853.0,28,12,11,3,1,1,30,123.24,1
10,0,38,1,4615.0,74,7,17,3,1,1,30,215.56,0
5,0,39,0,563.0,8,9,4,3,1,2,30,58.84,0
12,0,37,1,2698.0,63,361,24,3,1,1,30,1554.44,0
12,0,38,1,4443.0,69,7,35,1,1,1,25,286.66,0
5,0,38,1,2638.0,61,7,33,2,1,1,25,152.955,0
13,0,38,1,4020.0,85,34,28,3,1,1,30,300.2,0
6,0,38,1,2605.0,42,287,18,3,1,1,30,1253.88,0
15,0,37,2,9360.0,124,146,43,3,1,1,30,963.36,0
9,0,38,1,14018.0,172,7,44,3,1,1,30,595.6,0
9,0,38,1,4760.0,86,7,25,3,1,1,30,221.84,0
8,0,38,1,6163.0,98,9,12,3,1,1,30,286.44,0
11,0,38,0,2483.0,57,10,17,3,1,2,30,141.6,0
27,0,38,3,15044.24999999999,228,56,32,3,1,1,30,848.52,0
6,0,38,1,3340.0,30,485,8,3,1,1,30,2074.8,0
11,0,37,1,15044.24999999999,185,152,30,2,1,1,25,1400.175,0
5,0,37,1,6745.0,89,188,26,3,1,1,30,1025.36,0
5,0,37,0,1120.0,17,7,11,2,1,2,25,82.665,0
5,0,38,0,955.0,17,15,8,3,1,2,30,98.88,0
5,0,37,0,305.0,6,7,2,2,1,2,25,45.495,1
5,0,37,1,7753.0,130,386,43,3,1,1,30,1859.32,0
9,0,37,1,11710.0,157,13,47,4,1,1,45,329.175,0
10,0,37,1,6963.0,78,110,37,2,1,1,25,811.845,0
25,1,33,0,1200.0,50,18,17,3,1,2,30,122.0,1
23,0,36,4,10680.0,96,7,42,5,1,1,55,172.14,0
15,0,36,1,6063.0,101,28,24,2,1,1,25,403.38,0
5,0,34,1,3085.0,25,7,14,3,1,1,30,152.4,0
11,0,35,0,3235.0,44,11,16,3,1,2,30,175.16,1
11,1,36,0,2513.0,47,36,31,3,1,2,30,246.4,1
5,0,36,0,305.0,6,7,2,3,1,2,30,40.44,1
5,0,36,1,1913.0,28,7,6,4,1,1,45,66.025,0
5,0,33,1,7030.0,100,16,22,5,1,1,55,130.95,0
5,0,36,0,873.0,10,11,4,4,1,2,45,49.575,1
5,0,36,1,305.0,6,7,2,5,1,1,55,15.165,0
27,0,31,3,15044.24999999999,241,7,80,2,1,1,25,776.745,0
8,0,34,3,7210.0,119,273,33,2,2,1,25,1558.305,0
5,0,36,1,3963.0,85,7,28,3,1,1,30,189.92,0
5,0,35,0,1910.0,47,40,20,3,1,2,30,238.28,0
8,0,36,1,3025.0,56,177,23,2,1,1,25,935.145,0
6,0,27,1,1560.0,39,195,11,2,2,1,25,949.455,0
6,0,26,1,1813.0,42,32,68,4,1,1,45,126.375,0
13,0,27,0,945.0,28,12,7,3,1,2,30,86.92,0
5,0,26,0,1070.0,13,23,3,4,1,2,45,84.575,0
12,0,25,1,1470.0,35,21,13,2,1,1,25,162.225,0
5,0,25,1,3470.0,64,10,23,3,1,1,30,181.36,0
5,0,18,1,1940.0,29,30,14,2,1,1,25,223.605,0
18,0,17,1,6638.0,144,87,42,2,2,1,25,696.69,0
14,0,15,1,9178.0,174,75,40,5,1,1,55,252.78,0
10,0,16,3,3098.0,48,33,19,3,1,1,30,257.84,0
5,0,13,1,4635.0,43,217,10,3,1,1,30,1055.12,0
5,1,13,1,1733.0,22,7,7,3,1,1,30,98.2,1
14,0,42,2,4755.0,79,22,23,3,1,1,30,281.36,0
6,0,42,0,703.0,13,24,10,3,1,2,30,124.64,0
16,0,42,2,2838.0,68,376,30,3,1,1,30,1620.24,0
16,0,42,2,4583.0,74,18,41,1,1,1,25,355.135,0
9,0,42,2,2778.0,66,19,39,2,1,1,25,213.48,0
17,0,42,3,4160.0,90,49,34,3,1,1,30,366.0,0
10,0,42,2,2745.0,47,302,24,4,1,1,45,824.8,0
19,0,42,4,9500.0,129,161,49,3,1,1,30,1029.16,0
13,0,42,2,14158.0,177,17,50,3,1,1,30,641.4,0
13,0,42,3,4900.0,91,19,31,3,1,1,30,275.64,0
12,0,42,2,6303.0,103,24,18,3,1,1,30,352.24,0
15,1,42,0,2623.0,62,25,23,3,1,2,30,207.4,0
31,0,42,4,15044.24999999999,233,71,38,3,1,1,30,914.32,0
10,0,42,3,3480.0,35,500,14,4,1,1,45,1337.875,0
15,0,42,2,15044.24999999999,190,167,36,2,1,1,25,1474.2,0
9,0,42,3,6885.0,94,203,32,3,1,1,30,1091.16,0
6,0,42,0,1260.0,22,17,17,2,1,2,25,134.19,0
8,0,42,0,1095.0,22,30,14,3,1,2,30,164.68,0
6,0,42,0,385.0,8,17,6,2,1,2,25,94.185,1
9,0,42,2,7893.0,135,401,49,3,1,1,30,1925.12,0
13,0,42,3,11850.0,162,28,53,4,1,1,45,370.3,0
14,0,42,3,7103.0,83,125,43,2,1,1,25,885.87,0
29,1,39,0,1340.0,55,33,23,3,1,2,30,187.8,1
27,0,42,4,10820.0,101,18,48,5,1,1,55,190.815,0
19,0,42,3,6203.0,106,43,30,3,1,1,30,424.36,0
7,0,40,2,3225.0,30,17,20,3,1,1,30,198.2,0
15,1,41,0,3375.0,49,26,22,3,1,2,30,240.96,1
15,1,42,0,2653.0,52,51,37,4,1,2,45,195.125,1
6,0,42,0,518.0,10,17,8,3,1,2,30,89.12,1
7,0,42,2,2053.0,33,17,12,4,1,1,45,94.65,0
9,0,39,3,7170.0,105,31,28,5,1,1,55,155.625,0
6,1,42,0,1013.0,15,26,10,4,1,2,45,90.7,1
6,0,42,3,723.0,12,21,8,5,1,1,55,42.525,0
31,0,37,4,15044.24999999999,246,17,86,2,1,1,25,828.27,0
12,0,40,4,7350.0,124,288,39,3,2,1,30,1450.96,0
8,0,42,2,4103.0,90,19,34,3,1,1,30,243.72,0
9,1,41,0,2050.0,52,55,26,4,1,2,45,190.05,0
12,0,42,2,3165.0,61,192,29,2,1,1,25,1009.17,0
